Date / Time,City,State,Shape,Duration,Summary,Posted
10/12/2001 23:08,Eagle River,AK,Other,10 seconds,The stealth-shaped object was traveling at low altitude at a high speed with no sound and lights that flashed intermittently.,11/20/2001
10/11/2001 2:15,Fairbanks,AK,Other,30 minutes,It looked like a star but it would move and after a few seconds a red aura would appear around it and emit objects.,10/12/2001
9/15/2001 23:55,Nenana,AK,Fireball,1 second,"Streaking, glowing object bursts into bright green fireball and disappears",10/12/2001
8/27/2001 5:30,Fairbanks,AK,Circle,10min+,"Extremely bright light circle with vapor release, accompanied by small less bright lights above Fairbanks, AK",10/12/2001
8/12/2001 22:53,Petersburg,AK,Triangle,8 minutes,A silent lighted triangle,8/20/2001
7/7/2001 17:30,"Misty Fjords National Park (near, on island)",AK,Rectangle,A couple of minutes,"Huge, perfectly square, bright white object leaves with out the sound of a take off or splash.",1/17/2004
6/21/2001 2:15,Soldatna,AK,Disk,,((NUFORC Note: Source indicates an alleged sighting of a disc. No details provided. PD)),8/5/2001
6/10/2001 22:30,Anchorage,AK,Egg,15minutes,Egg has other egg,8/5/2001
4/18/2001 1:00,Seward,AK,Triangle,12 hours,"Seward Alaska, April 2001--massive sighting of battleship sized black triangle and other UFO's could not be confirmed.",4/28/2001
4/9/2001 5:22,Talkeetna (Matsue area),AK,Triangle,6:00,sitings in alaska,4/28/2001
3/30/2001 22:00,Palmer,AK,Light,20 min,"Orange lights flying over Palmer Ak March 30,2011",4/3/2011
2/4/2001 8:05,Wrangell,AK,Light,25 minutes,"light, going from very bright to very dim, west of Wrangell island,slight rocking movement. Partly cloudly skies. Flash of red light ne",2/18/2001
2/3/2001 20:15,Wrangell,AK,Light,10 minutes,"Unmoving, blue-white light , faint pulse.",2/18/2001
1/24/2001,North Pole,AK,Disk,10 seconds,ufo by an air force base,12/23/2002
12/31/2000 21:00,Anchorage,AK,Changing,4-6 hours,We could observe red lights dancing across the underside red lights were very bright and very active.,2/18/2001
12/15/2000 16:36,North Pole,AK,Sphere,60+ minutes,"Bright Orange Sphere hovering low on horizon, rotating with ""outer aurora"" glow. Identical to objects reported in 09/24/98 and 02/10/99",12/20/2000
12/15/2000 10:00,Savoonga,AK,Disk,20 seconds,Looked like a spinning disk on apple computers when waiting for a program to load.,5/13/2012
12/12/2000 22:00,North Pole,AK,Unknown,2-10 minutes,Strange black craft that blocks out stars.,5/24/2005
11/7/2000 0:10,Homer,AK,Other,,dark road....felt strange.....triangle.....,12/2/2000
10/26/2000 23:30,Anchorage,AK,Light,8 hours,"Missing time ........ Why is it 7:45 am , when I just looked at the clock and it was 1:15 am a second ago?",12/2/2000
10/2/2000 23:00,Fairbanks,AK,,hour,"Lights gradually coming on, and then going off in formation.",12/23/2002
5/25/2000 21:00,Ketchikan (area),AK,Oval,?,30 LIGHT OVAL SHAPE CIRCLE,6/6/2000
4/24/2000 23:15,Eagle River,AK,Light,60 seconds,"Far east of Eagle River, spotted a star and 2 lights in the sky between 2 mountain peaks. One of the lights was red, one was white. T",5/3/2000
4/2/2000 18:00,Fairbanks,AK,Oval,30 secs,"Rolling oval, tumbling through the sky. Every rotation, half of the object appeared to be extremely shiny and reflecting sun light. No ",4/15/2000
2/23/2000 8:18,Kenai,AK,Cone,30-40 sec,While bringing my children into school we all witness a white object in a cone shape moving across the horizon. My daughter saw it firs,2/23/2000
1/18/2000 7:45,Juneau,AK,,10 minutes,event reported to be a meteorite streaked through the skies at aprox o745 hrs Tues 18 Jan. It was reported to have impacted in the mts,2/16/2000
11/27/1999 11:00,Seward,AK,Circle,,the clouds parted and there was a unusual bright orange sphere in the sky that lit up everything.,11/30/1999
9/2/1999 21:00,Seward,AK,Light,3 min,"3 lights observed. Pretty sure they were in orbit. 1 leading, 2 following equal distances from lead in triangular form heading in a n",10/19/1999
9/2/1999 21:00,Seward,AK,Light,3 min,"US Navy's ""Classic Wizard"", aka ""White Cloud""",11/26/2003
9/1/1999 23:00,Alaska,AK,Light,all week,There is High Auroral Activity all week that can probably be seen in Juneau to Seattle Lots of nuts will mistaken this as Unidentified ,9/12/1999
9/1/1999 22:00,Nenana,AK,Light,20 minutes,Several stars moving then stopping and moving again in another direction.,5/24/2005
8/16/1999 2:45,Trapper Creek (10 miles north of),AK,Oval,5 sec,"driving south on the Parks hiway, just happened to look out the side window and up as a large oval shaped craftpasses overhead right to",2/24/2001
8/14/1999 4:00,Turnagain Pass,AK,Flash,1-2 sec.,From banks of Turnagain Arm I saw a whitish/blueish strobe type flash. It lit up the water and sky. Weather was clear. It was due so,8/30/1999
8/11/1999 23:07,Ketchikan,AK,Circle,7 seconds,saw a bright objet in an area where there is or never has been any thing,8/30/1999
5/26/1999 18:00,Wacker City,AK,Unknown,not sure,"very bright light, large, no defined edges, no sound,changed directions.",4/1/2000
5/8/1999 0:00,Nikiski,AK,Other,half an hour appr.,"It was late at night, and I was up to my usual again, listening to Art Bell, looking for things in the sky. I had ""One of those feeling",5/24/1999
5/6/1999 13:30,Anchorage,AK,Disk,1.5 minutes,saucer shaped object intercepted by 2 military jets,3/16/2000
3/4/1999 21:00,Fairbanks,AK,Sphere,approximately 2 minutes,Saw hovering objects in eastern night sky over Fairbanks International Airport.,4/2/1999
2/21/1999 22:30,Fairbanks (20m miles south of),AK,Triangle,5 min,saw a dark triangle shapes craft with very large white lights on the rear corners and also on the front all light were on the bottom of,8/5/2001
2/12/1999 1:30,North Pole,AK,Fireball,30-45 sec,White/Blue fireball object fell from the sky.,5/24/2005
2/10/1999 20:40,North Pole,AK,Sphere,20 minites approx.,"At about 2040 AKST North Pole Alaska area toward the NorthEast my wife and I witnessed a bright ""Orange Sphere"" hovering low on horizon",4/2/1999
1/8/1999 22:45,Copper Center,AK,Flash,flash,Bright white flash covering a larger area in the sky,2/16/1999
1/8/1999 22:45,Palmer,AK,Flash,2 min.,At abt. 10:45 PM Alaska;A Flash of light (like a flash from a camera)lighted up the sky; then I would say about a minute after a boom s,2/16/1999
1/8/1999 22:45,Wasilla,AK,Flash,30 seconds,"Widely reported event was an exploding meteor. ((NUFORC Note: Suspected meteor, but difficult to know for sure. PD))",10/15/2003
12/26/1998 12:30,Eagle River,AK,Oval,15 min.,"Girlfriend and I, were driving down a remote road, and we wittnessed a oval shaped craft land on top of a mountain. It was a very clea",9/6/2002
12/15/1998 20:00,Fairbanks,AK,Formation,5 minutes,"formation of brilliant amber-orange lights completely silent over Fairbanks, AK",12/12/2009
12/7/1998 18:00,Anchorage/Girdwood,AK,Light,12 min,"Bright white light moving swiftly over Anchorage & Elmenforf AFB, followed by red flashing lights (helicopters?), also radio call in re",1/28/1999
11/18/1998 18:00,Kodiak,AK,Light,2-3 minutes,3 lights in the dark clear sky manuvering in an uncomprhensable pattern at a high rate of speed over kodiak in nov 1998.,12/12/2009
10/31/1998 10:00,Anchorage,AK,Circle,10 seconds,It was gray and did not move or have any light to it.,3/2/2004
9/24/1998 22:35,North Pole,AK,Sphere,10 minutes,"Two Orange sphere appeared low on horizon just to left of North Star. One was hidden during filming I believe by trees. They hovered,",9/26/1998
9/22/1998 3:00,Big Lake,AK,Light,3 minutes?,"Observer awoke and looked out window, seeing greenish colored light being orbited by smaller white/yellow lights",9/26/1998
9/15/1998 23:30,Auke Bay,AK,Light,40mins.,"A large red light between 400ft agl. and up,erratically moved in all directions and at varing speeds. A smaller green light departed fr",9/26/1998
9/15/1998 23:00,Auke Bay,AK,Light,1 1/2 hrs,"A very bright light, small red glow on top. Off to the top left a blue/green ray of light. Every 30 seconds (Aprrox) two white lights",9/26/1998
9/2/1998 23:00,Juneau,AK,Triangle,1 minute,"Seeing 3 space crafts in one night,",7/16/2003
3/15/1998 20:30,Anchorage,AK,Oval,15 minutes,"Driving home after daughters birthday, noticed light ascending from over top of mountain range. Stopped to watch, for it emitted great ",6/18/1998
3/15/1998 20:00,North Pole,AK,Sphere,90 sec,"Red orb, blue orb...similar to the Marfa Lights",5/24/2005
1/15/1998 13:00,Alaska (remote),AK,Disk,20 seconds,saucer shaped object passed directly above me,3/16/2000
1/8/1998 22:38,Fairbanks,AK,Oval,3 Secs,A large phlorescent green oval shaped object moving at a strange speed desending on the horizon ended in a large flash,2/16/1999
11/17/1997 3:00,Wasilla,AK,Triangle,3 minutes,A huge trianglar object moving in a true north direction.,9/2/2005
8/8/1997 23:00,Kenai,AK,Cigar,10 minutis,BACK in 1997 I seen a Cigar shaped UFO.,9/2/2005
6/30/1997 12:00,Anchorage,AK,Cylinder,15 minutes,Walking dog in the day and saw a silent and still chrome cylindrical object in the sky.,3/13/2012
5/20/1997 15:00,North Pole,AK,Unknown,10 seconds,Strange noisy craft in North Pole,5/24/2005
3/31/1997 21:00,Juneau,AK,Light,approx 2hrs,"A friend and I saw a strange low altitudebright object flashing orange and greenrotating colors on Easter night in Juneau,Alaska. When ",3/7/1998
12/25/1996 22:00,Seward,AK,Light,30 seconds,it was green hovering,1/17/2004
8/15/1996 14:30,Bethel,AK,Triangle,2 mins,I happened to look out my back window and was shocked to see a huge triangular shaped craft at a very high altitude.,2/16/1999
4/12/1996 2:00,Nikishi,AK,,,"Household awakened by obj. that streaked overhead. Bright light in front, vapor trail left in sky. Obj. returned, hovered, turns red.",11/2/1999
3/2/1996 0:30,Mountain Village,AK,,60 min.,"Woman repts. stationary light ""w/ search light going around in circles."" Red, blue, white in middle. (Possible twinkling star?)",11/2/1999
12/21/1995 19:30,Birchwood,AK,Fireball,6-7 minutes,Highly unusual lengthy meteor observation.,12/18/2014
10/27/1995 20:28,Prince of Wales Island,AK,,2 min.,"Man rpts very large, circular obj passing slowly across N sky from W to E to horizon. Dia. of full moon! Burning material ejected.",11/2/1999
9/20/1995 19:30,Cold Bay,AK,Fireball,2minutes,Fireballs traveling low on horizon at great rate of speed and manueverablilty,2/16/2000
9/15/1995 2:00,Wasilla,AK,Light,10:00,Noticed two objects traveling in an erratic manner in a southerly direction out of the North-East.,3/7/1998
8/20/1995 11:30,Cantwell (80 miles east of); Clearwater Mtns.,AK,Circle,45 min.,an object in the sky- - just hovering there with a big light on top and bottom.,6/6/2000
3/28/1995 0:36,Cordova,AK,,15 min,"Person reports ""clump of fog"" circles car six times, changing shape each time. Hovered. 2nd ship on ground. Dramatic.",11/2/1999
2/12/1995 22:30,Gustavus,AK,,5 min.,"Boatload of young fisherman witness very large, orange obj. It returns their light signal, then zips off.",11/2/1999
1/17/1995 22:45,Anchorage,AK,Light,15 min.,Empl. of KRUA radio station at Univ. of AK calls to report multiple UFO reports 2245 hrs. 17JA95 over inlet.,11/2/1999
11/3/1994 20:30,Palmer (10 miles north of),AK,Light,20 MINUTES,"No sound, traveled extremly fast. Appeared to dip down into the trees. It's incredible light made no reflection onto us or the groud.",11/2/1999
2/1/1994 22:16,"Savoonga, St. Lawrence Island",AK,Light,6 minutes,The object was about 200 feet off the ground. There was absolutely no sound. It stayed in one spot in the air without moving.,10/2/1999
11/23/1993 11:24,Fairbanks,AK,Cigar,3 minutes,"Me and one of my friends were coming home from sledding when we saw a mettalic, cigar shaped, UFO hovering in the air emitting a blue b",6/2/1998
5/22/1990 23:00,Perl Island (Private),AK,Sphere,Two @ 35minea,The ship hovered over our runway twice for 35 minute intervals all the while shining rotating running lights to the ground,3/2/2004
3/15/1990 20:50,Sitka,AK,Light,2 min.,Bright white light with some blue and possibly red. Traveled left to right in the night sky in an up and down zig zag type movement.,8/30/1999
1/7/1990 9:00,Sutton,AK,Changing,7 min.,"Well it hoovered about 200 feet above us for about 7 minutes then flew off in to space at about 150 degrees, going at about 300mph.",11/30/1999
12/12/1989 7:00,Douglas Island,AK,Sphere,ten seconds,the object seemed to use cloud cover to hide behind,2/12/2004
10/15/1989 22:00,Glennallen,AK,Unknown,approx 1 hour,"10/15/89 Bright fast moving light over valley west of Glennallen, Alaska",4/27/2007
7/1/1988 0:00,North Pole,AK,Unknown,1 hour 20 min,Flash of light and loss of time,4/17/2008
4/15/1988 7:00,Wasilla,AK,Disk,2or3minutes,the object was large moving just above the treeline it had clear white lights not sure if it made a noise because i was in doors,2/18/2011
11/17/1987 6:00,Anchorage,AK,Light,3 min,Glowing ball of light,5/11/2005
7/15/1987 1:30,Teller,AK,Disk,30 MINUTES,5 CREDITABLE WITNESSES,10/15/2002
1/30/1987 21:00,Kenai,AK,Light,5 seconds,Light quickly grows in intensity and then fades to nothing.,4/27/2007
11/15/1986 14:30,Girdwood,AK,Sphere,2 minutes ?,"25 feet from amber, orange orb [1986] Alaska.",2/4/2013
11/15/1986,Ft. Richardson,AK,,,"Ft. Richardson, AK...between nove 86 feb 87 while on duty across cook inlet on field exersice. .. will not reveal anything else until.",2/18/2013
8/20/1986 2:00,Anchorage,AK,Disk,3 seconds,Three black saucer-shaped objects quickly take off from the woods.,6/4/2004
6/20/1986 23:30,Teller,AK,Oval,15 min.,"Oval shaped craft with red green and white lights with windows,that had a grayish beam coming down- us",8/28/2002
6/1/1986,Adak,AK,Light,3 min,I just watched a show on tv on the history channel. There was an event where an Japanese airliner reported an ufo sighting south of the,10/31/2008
9/5/1985 1:30,Juneau,AK,Circle,2 hours,My Brother and I believed we saw something that sped up time with light's from a ship. While we were in transit with a Vessel to Seattl,4/26/1999
6/15/1985 2:00,Seward,AK,Disk,5 seconds,"While traveling from Anchorage to Seward, Alaska, a ""typical"" flying saucer whizzed directly over my Chevy Blazer coming from the other",4/27/2004
9/15/1984 23:00,Sterling,AK,Light,20 minutes,My friends & I were fishing at a lake(Paddle Lake) for a weekend on the Keni Peninsula in Alaska. The first evening Bob ******* & me wh,8/10/1999
6/1/1984 13:00,Elmendorf AFB,AK,Diamond,15 minutes,Observed red-diamond-shaped object with C-90 telescope on tripod. Object was motionless at an altitude of approximatiely One Thousand ,2/16/2000
4/20/1983 9:00,Prince William Sound,AK,Other,5 minutes,Seeing the sparks coming three to five feet above the ocean and all around the boat,3/4/2008
6/15/1982 14:00,Juneau,AK,Sphere,10-15 minutes,Deep black sphere about 1 meter diameter emits paralyzing orange beam,11/2/1999
6/15/1981,Point Barrow,AK,Cylinder,less than 5 min.,"I am trying to find out who else saw it , or where the other witnesses are",9/28/2003
8/5/1980 23:15,Glennallen,AK,Rectangle,25 minutes,Unidentified Bright Light Sitting On Road,10/15/2002
8/5/1978 14:00,Ketchikan,AK,Rectangle,3 minutes,Aircraft carrier shaped UFO,4/14/2009
6/15/1977 2:00,Kodiak Island,AK,Circle,2 minutes,White light object seen on Kodial Island in the mid 70s,12/14/2006
10/20/1976 22:00,Soldotna,AK,Sphere,2 hrs.,Strange Site and Time Red Orb Encounter,4/16/2005
2/13/1976 13:30,Ft. Yukon,AK,Oval,2 minutes,a small airport outside ft yukon remote radar site ( norad ) white oval shape object blasing thru the sky with a blueish gre,5/10/2004
2/3/1976 13:00,Ft. Yukon,AK,Oval,2 MINUTES,"TOOK PICTURE OF FLYING CRAFT AS IT PASSED OVER HEAD, 5 MILES OUTSIDE OF A REMOTE NORAD RADAR SITE FT YUKON, ALASKA HAVE HAD",5/4/2004
1/11/1976 23:00,"Fairbanks, Trans Alaskan Pipeline haul road 250 mi N of",AK,,10 minutes,Large white light traversing tundra that approached myself and friend.,11/23/1999
6/15/1975 18:30,Nulato,AK,Light,half an hour,Light floating around people in village of Alaska,5/2/2003
11/15/1974 9:00,Cordova,AK,Disk,5 HOURS,UFO ALIEN ABDUCTION AND SPACE CRAFT INCOUNTER A DEMENSHONAL SPEED TRAIL WAS LEFT,6/12/2007
9/1/1974 23:00,"Sitka (North of, St. John Bay)",AK,Disk,5 min,"On hunting trip, woke to see object hovering over bay and ""navigating"" up the bay and up the head waters and out of sight over hillside",1/28/1999
5/15/1973 22:00,Chugiak,AK,Rectangle,several minutes,"Black oblong boxes, connected by what looked like a hose, silently floating at tree top level with no lights about the size of big rigs",9/4/2003
8/30/1972 1:30,Anchorage,AK,Circle,2 to 4 seconds,"Large, bright, blue/white circular object appeared to do extremely high speed ""fly-by"" of Earth.",1/17/2004
11/22/1969 17:00,Kenai,AK,Light,5 minutes,My brother and I saw what we thought was a car approaching on the rise of a hill. The lights were so bright we turned our eyes away fr,1/11/2002
11/1/1969 19:30,Fairbanks,AK,Formation,4 minutes,"Sighting of 5 objects in a PENTAGON formation near Fairbanks, Alaska around 1969",7/19/2010
9/20/1969 23:00,Fairbanks,AK,Cigar,30 seconds,My sister and I were awakened by a flashing bright light. We looked out of the window and saw a hovering cigar shaped object. It stayed,4/26/2000
7/5/1969 10:53,Valdez,AK,Disk,17 minutes,Orange water,10/31/2003
12/20/1968 2:00,Juneau,AK,Other,15 minutes?,"Strange half-moon shaped thing shoots light into room, causes paralysis and other effects.",11/2/1999
12/20/1968 2:00,Juneau,AK,Other,15 minutes?,"Earliest encounter, half-moon shaped object shot paralyzing light beam through bedroom window.",8/30/1999
8/15/1967 23:00,Gula,AK,Circle,40 min,Circle,6/18/2004
11/10/1966 21:00,Kodiak Naval Station,AK,Formation,approx. 6 hrs,I cannot find reports from Elmendorf AFB concerning bogies near the Anchorage area where our radio relay crew working the old White Ali,11/28/2007
9/15/1966 18:00,Delta Junction,AK,Cigar,15 min,Long Cigar shape w/portholes bright orange on the ends or edges,3/11/2006
8/15/1962 19:00,Nenana,AK,Oval,15 min,"the object had a large spot light, shining straight down towards the groung.",3/21/2003
11/10/1957 20:00,"Northeast Cape AFS, St Lawrence Island,",AK,Other,4-5 min,"Observed target on search radar. Ground speed about 25000 kt, altitude at least 30000ft. recorded on scope camera. observed by other ra",1/28/1999
10/1/1957 22:00,Northeast Cape AFS,AK,,10-15min,Radar sighting and filming,1/28/1999
10/1/1957 16:00,Nelchina (near),AK,Unknown,3 minutes maximum,"This incident occurred about October of 1956 or 57. At the time, I was Assistant station manager for a major airline in Anchorage as",12/7/2006
6/30/1957,Arctic,AK,Cigar,one day,spacecraft found in artic between 1953 to1961 2 bodys recovered. front page of newspapper,8/24/2010
6/15/1955 21:00,?????,AK,Fireball,20 mins,a bright light and a huge bang then we saw it hovering for 13 mins and it dissapired,3/21/2003
2/1/1954 2:00,Fairbanks,AK,Unknown,19 MIN.,RADAR INTERCEPT OF UFO BY USAF PILOT IN ALASKA 1954.,1/10/2009
7/1/1949 11:00,Fairbanks,AK,Disk,2 minutes,"Enormous metallic disc in Alaska sky, 1949.",12/23/2013
6/10/1949 21:00,Anchorage,AK,Disk,3 minutes,Disk encountered operation difficulties and crashed.,4/16/2005
4/30/1943 23:00,Bering Sea,AK,Other,1 hour,1943 sighting of four linearly arranged red lights in Bearing Sea,3/19/2009
10/15/1936 17:00,Eklutna,AK,Cigar,3 minutes.,Two men approached by a cigar-shaped object in the night sky.,2/18/2001
